y,u_over_U_lid
0.0,0.0
0.00196078431372549,-0.0014825211837887764
0.0058823529411764705,-0.0044102847459726036
0.00980392156862745,-0.007286586915142834
0.013725490196078431,-0.010113617172464728
0.01764705882352941,-0.01289379084482789
0.021568627450980392,-0.01562862773425877
0.025490196078431372,-0.018320133676752448
0.029411764705882353,-0.020970799960196018
0.03333333333333333,-0.023582254070788622
0.03725490196078431,-0.026155984960496426
0.041176470588235294,-0.028694295324385166
0.045098039215686274,-0.03119822358712554
0.049019607843137254,-0.033669627737253904
0.052941176470588235,-0.03611010033637285
0.056862745098039215,-0.03852116642519832
0.060784313725490195,-0.040904353372752666
0.06470588235294118,-0.04326102323830128
0.06862745098039216,-0.045592598617076874
0.07254901960784314,-0.04790059756487608
0.07647058823529412,-0.05018594674766064
0.0803921568627451,-0.05245016887784004
0.08431372549019608,-0.054694381542503834
0.08823529411764706,-0.05691980477422476
0.09215686274509804,-0.05912751890718937
0.09607843137254903,-0.061318567022681236
0.1,-0.06349431350827217
0.10392156862745099,-0.06565558258444071
0.10784313725490197,-0.06780322641134262
0.11176470588235295,-0.0699384743347764
0.11568627450980393,-0.07206209935247898
0.11960784313725491,-0.07417480926960707
0.12352941176470589,-0.07627753540873528
0.12745098039215685,-0.07837101817131042
0.13137254901960785,-0.08045603521168232
0.13529411764705881,-0.08253337815403938
0.1392156862745098,-0.08460377342998981
0.14313725490196078,-0.08666789159178734
0.14705882352941177,-0.08872626349329948
0.15098039215686274,-0.09077955968677998
0.15490196078431373,-0.09282820858061314
0.1588235294117647,-0.09487262926995754
0.1627450980392157,-0.09691331535577774
0.16666666666666666,-0.09895098395645618
0.17058823529411765,-0.10098584927618504
0.17450980392156862,-0.10301810689270496
0.1784313725490196,-0.10504825972020626
0.18235294117647058,-0.10707664303481579
0.18627450980392157,-0.10910323821008205
0.19019607843137254,-0.11112854816019535
0.19411764705882353,-0.11315230280160904
0.1980392156862745,-0.11517506092786789
0.2019607843137255,-0.11719686910510063
0.20588235294117646,-0.11921749450266361
0.20980392156862746,-0.1212368905544281
0.21372549019607842,-0.12325519695878029
0.21764705882352942,-0.1252723578363657
0.22156862745098038,-0.12728841044008732
0.22549019607843138,-0.1293028425425291
0.22941176470588234,-0.13131516985595226
0.23333333333333334,-0.13332554139196873
0.2372549019607843,-0.13533368706703186
0.2411764705882353,-0.13733907602727413
0.24509803921568626,-0.13934138230979443
0.24901960784313726,-0.1413402147591114
0.2529411764705882,-0.1433348748832941
0.2568627450980392,-0.14532523229718208
0.2607843137254902,-0.1473102904856205
0.2647058823529412,-0.1492891740053892
0.26862745098039215,-0.15126172453165054
0.2725490196078431,-0.15322653576731682
0.27647058823529413,-0.15518358908593655
0.2803921568627451,-0.15713172033429146
0.28431372549019607,-0.1590699888765812
0.28823529411764703,-0.1609976403415203
0.29215686274509806,-0.1629135198891163
0.296078431372549,-0.16481632366776466
0.3,-0.16670558601617813
0.30392156862745096,-0.1685800589621067
0.307843137254902,-0.17043810337781906
0.31176470588235294,-0.172278992831707
0.3156862745098039,-0.17410147935152054
0.3196078431372549,-0.17590409144759178
0.3235294117647059,-0.17768530175089836
0.32745098039215687,-0.17944388091564178
0.33137254901960783,-0.18117843195796013
0.3352941176470588,-0.18288768827915192
0.3392156862745098,-0.1845700852572918
0.3431372549019608,-0.18622362986207008
0.34705882352941175,-0.18784735351800919
0.3509803921568627,-0.18943896517157555
0.35490196078431374,-0.1909974217414856
0.3588235294117647,-0.19252115860581398
0.3627450980392157,-0.19400788471102715
0.36666666666666664,-0.1954563707113266
0.37058823529411766,-0.19686441868543625
0.37450980392156863,-0.1982308365404606
0.3784313725490196,-0.19955331459641457
0.38235294117647056,-0.2008303441107273
0.3862745098039216,-0.20205993205308914
0.39019607843137255,-0.20324043929576874
0.3941176470588235,-0.20436998456716537
0.3980392156862745,-0.20544631406664848
0.4019607843137255,-0.20646849647164345
0.40588235294117647,-0.20743383094668388
0.40980392156862744,-0.2083408087491989
